#Transcript position	Transcript coverage profile
0.0	0.09215870783896293
1.0	0.09591136967709056
2.0	0.0915692608338424
3.0	0.0833699361921762
4.0	0.08196982584363657
5.0	0.11017881480941523
6.0	0.12535251862916616
7.0	0.11248256313808107
8.0	0.1174648444393704
9.0	0.14759264421678803
10.0	0.15760954640210445
11.0	0.14500214330766736
12.0	0.13105750791855866
13.0	0.17309761282914243
14.0	0.17718843771785264
15.0	0.22208548596723354
16.0	0.25600606619881555
17.0	0.23527502100619774
18.0	0.23823667353318295
19.0	0.27517358780259527
20.0	0.30389116189356363
21.0	0.29838907469912873
22.0	0.3094479373412311
23.0	0.3031275369366077
24.0	0.29056329561359
25.0	0.2881416450484927
26.0	0.3058101983229987
27.0	0.3052340280997211
28.0	0.284982865516808
29.0	0.28445375817503143
30.0	0.2579364159882926
31.0	0.26762717884417825
32.0	0.2972262530373131
33.0	0.2931757714829423
34.0	0.28332646552598867
35.0	0.2863824143967462
36.0	0.25378983162383856
37.0	0.24387784365730789
38.0	0.26802485616483285
39.0	0.27514533378942335
40.0	0.262663270716315
41.0	0.3145743476002878
42.0	0.35088063611133674
43.0	0.36463428891692584
44.0	0.3945910222555098
45.0	0.4036617757410595
46.0	0.44444348329423705
47.0	0.3672099371346743
48.0	0.36110933020256536
49.0	0.3765232781663844
50.0	0.3470586513691462
51.0	0.3166324981619565
52.0	0.295954841450395
53.0	0.34098041472839113
54.0	0.31875502811722384
55.0	0.2751985193229351
56.0	0.21858365676758376
57.0	0.18979427063032606
58.0	0.17090581951071337
59.0	0.2057192754753022
60.0	0.24561680298647962
61.0	0.2515146842839551
62.0	0.24584276899302993
63.0	0.29381321815473976
64.0	0.3024359205911049
65.0	0.3228489772696296
66.0	0.3321239687109398
67.0	0.3633140021322744
68.0	0.351772446044808
69.0	0.3535121418160761
70.0	0.33940881209200824
71.0	0.34996960651473596
72.0	0.31609586949503177
73.0	0.29256006208445456
74.0	0.31394331911985673
75.0	0.33343214232217155
76.0	0.3439708827569478
77.0	0.35296996290318977
78.0	0.36306796279373743
79.0	0.37048951613557957
80.0	0.3152845281213306
81.0	0.3134299218712004
82.0	0.338655810294737
83.0	0.3332396226049956
84.0	0.3371160014881023
85.0	0.3608999714545702
86.0	0.3491056041220532
87.0	0.3617288657888891
88.0	0.32131493023963165
89.0	0.25588302444887695
90.0	0.2494709677146525
91.0	0.2564781907977184
92.0	0.27439550364043613
93.0	0.21890236406164032
94.0	0.20065419022709077
95.0	0.19737139250911842
96.0	0.15021184308508112
97.0	0.08541604007875367
98.0	0.04480274668372674
99.0	0.004102566258740981
