#Transcript position	Transcript coverage profile
0.0	0.09215870783896293
1.0	0.09591136967709056
2.0	0.0915692608338424
3.0	0.0833699361921762
4.0	0.08196982584363657
5.0	0.11017881480941523
6.0	0.12535251862916616
7.0	0.11248256313808105
8.0	0.1174648444393704
9.0	0.14759264421678808
10.0	0.15760954640210448
11.0	0.1450021433076674
12.0	0.13105750791855866
13.0	0.17309761282914243
14.0	0.1771884377178526
15.0	0.22208548596723351
16.0	0.2560060661988156
17.0	0.23527502100619777
18.0	0.23823667353318295
19.0	0.27517358780259527
20.0	0.30389116189356363
21.0	0.29838907469912873
22.0	0.309447937341231
23.0	0.30312753693660766
24.0	0.29056329561359
25.0	0.2881416450484926
26.0	0.3058101983229986
27.0	0.30523402809972094
28.0	0.28498286551680796
29.0	0.2844537581750313
30.0	0.2579364159882926
31.0	0.2676271788441783
32.0	0.297226253037313
33.0	0.2931757714829423
34.0	0.28332646552598867
35.0	0.2863824143967462
36.0	0.25378983162383845
37.0	0.24387784365730777
38.0	0.2680248561648328
39.0	0.27514533378942324
40.0	0.262663270716315
41.0	0.3145743476002877
42.0	0.35088063611133674
43.0	0.36463428891692584
44.0	0.39459102225550974
45.0	0.40366177574105944
46.0	0.44444348329423705
47.0	0.3672099371346742
48.0	0.36110933020256525
49.0	0.37652327816638437
50.0	0.3470586513691462
51.0	0.3166324981619566
52.0	0.295954841450395
53.0	0.34098041472839113
54.0	0.3187550281172239
55.0	0.2751985193229351
56.0	0.21858365676758376
57.0	0.18979427063032606
58.0	0.1709058195107134
59.0	0.20571927547530214
60.0	0.24561680298647964
61.0	0.2515146842839552
62.0	0.24584276899302993
63.0	0.2938132181547398
64.0	0.30243592059110497
65.0	0.32284897726962974
66.0	0.3321239687109399
67.0	0.36331400213227444
68.0	0.35177244604480795
69.0	0.35351214181607615
70.0	0.3394088120920082
71.0	0.34996960651473596
72.0	0.31609586949503177
73.0	0.29256006208445456
74.0	0.3139433191198568
75.0	0.3334321423221716
76.0	0.34397088275694776
77.0	0.35296996290318977
78.0	0.3630679627937373
79.0	0.3704895161355797
80.0	0.3152845281213307
81.0	0.3134299218712004
82.0	0.3386558102947372
83.0	0.3332396226049958
84.0	0.3371160014881023
85.0	0.3608999714545702
86.0	0.3491056041220532
87.0	0.3617288657888892
88.0	0.3213149302396316
89.0	0.255883024448877
90.0	0.2494709677146525
91.0	0.25647819079771844
92.0	0.2743955036404362
93.0	0.21890236406164038
94.0	0.20065419022709077
95.0	0.19737139250911845
96.0	0.15021184308508112
97.0	0.08541604007875367
98.0	0.04480274668372674
99.0	0.004102566258740981
