# This file was produced by samtools stats (1.3.1+htslib-1.3.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats /Sid/vsaveliev/dream-chr21/work/prealign/syn3-tumor/syn3-tumor-dedup.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	6e50c390	76e42b4b	c1b582c4
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	1167673
SN	filtered sequences:	0
SN	sequences:	1167673
SN	is sorted:	1
SN	1st fragments:	584066
SN	last fragments:	583607
SN	reads mapped:	1150318
SN	reads mapped and paired:	1132963	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	17355
SN	reads properly paired:	1006998	# proper-pair bit set
SN	reads paired:	1167673	# paired-end technology bit set
SN	reads duplicated:	57030	# PCR or optical duplicate bit set
SN	reads MQ0:	13633	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	2835
SN	total length:	117933275	# ignores clipping
SN	bases mapped:	116180420	# ignores clipping
SN	bases mapped (cigar):	114675760	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	5760028
SN	mismatches:	997831	# from NM fields
SN	error rate:	8.701324e-03	# mismatches / bases mapped (cigar)
SN	average length:	100
SN	maximum length:	101
SN	average quality:	29.4
SN	insert size average:	334.5
SN	insert size standard deviation:	49.1
SN	inward oriented pairs:	554209
SN	outward oriented pairs:	936
SN	pairs with other orientation:	865
SN	pairs on different chromosomes:	9086
# First Fragment Qualitites. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	10728	0	0	0	0	0	158	1660	1575	1	1952	281	1443	77	1064	188	248	3105	105	2374	618	1327	1284	6578	7379	9880	10854	20152	29803	170940	84933	215352	3	4	0	0	0	0	0	0
FFQ	2	0	0	10193	27	9	79	119	250	258	306	380	457	382	499	676	479	632	688	702	495	803	751	1948	2646	3396	13178	4544	6226	11262	14336	68832	128237	85692	192644	32933	7	0	0	0	0	0	0
FFQ	3	0	0	10198	8	28	150	21	89	262	349	545	498	570	375	297	243	183	477	631	361	1371	1558	1990	2432	2027	5376	11307	7238	10994	11507	47986	55799	129866	72164	186245	20921	0	0	0	0	0	0
FFQ	4	0	435	10928	249	397	397	664	493	792	779	901	861	839	1079	1759	1841	1724	1387	2441	2031	3436	5311	3587	6797	6967	5174	9809	20977	11161	22313	31773	18977	100030	69557	148754	89436	10	0	0	0	0	0
FFQ	5	0	32	12021	62	206	243	215	267	616	725	841	530	1012	672	840	941	758	1334	783	1226	1059	2171	1848	2265	3387	3994	6908	13926	4696	13285	30896	39085	101601	70806	128019	136795	1	0	0	0	0	0
FFQ	6	0	161	12917	133	215	403	383	538	449	781	672	631	1272	896	779	561	569	706	840	1032	1138	1249	1664	2452	1906	3993	3958	14604	5336	6690	17097	42875	70105	101268	82601	190664	12528	0	0	0	0	0
FFQ	7	0	296	14056	262	311	692	430	480	688	827	1166	1022	1118	885	1097	1020	859	1664	1691	1439	2269	1678	2452	2620	3955	6067	7737	16851	3629	13865	19340	38232	81405	96486	78101	179375	1	0	0	0	0	0
FFQ	8	0	382	14690	719	436	741	588	870	926	1322	1385	1411	861	791	596	581	1290	1852	1541	1397	2999	4280	2059	2249	3005	3751	6918	17212	6223	11570	15645	35181	71125	92665	88107	172625	16073	0	0	0	0	0
FFQ	9	0	551	15367	174	393	548	354	653	474	1056	1152	871	1110	776	566	625	920	1465	1678	1512	1303	1513	1640	2632	4420	4045	4381	13177	6842	7975	16795	28014	81072	97101	102534	179803	574	0	0	0	0	0
FFQ	10	0	106	15697	123	140	219	298	444	797	729	900	729	1005	800	464	338	530	1085	699	951	752	1571	1839	2501	2659	2163	3756	15482	4625	7437	10924	29640	71331	109823	91079	196797	5632	1	0	0	0	0
