syn3-tumor	MIR3648-1	chr21	9825583	9826504	Amplicon	922	586.496
syn3-tumor	MIR3648-1	chr21	9825583	9826504	Whole-Gene	922	586.496
syn3-tumor	MIR3648-2	chr21	9825583	9826504	Amplicon	922	586.496
syn3-tumor	MIR3648-2	chr21	9825583	9826504	Whole-Gene	922	586.496
syn3-tumor	MIR3687-1	chr21	9825583	9826504	Amplicon	922	586.496
syn3-tumor	MIR3687-1	chr21	9825583	9826504	Whole-Gene	922	586.496
syn3-tumor	MIR3687-2	chr21	9825583	9826504	Amplicon	922	586.496
syn3-tumor	MIR3687-2	chr21	9825583	9826504	Whole-Gene	922	586.496
syn3-tumor	TEKT4P2	chr21	9906882	9907474	Amplicon	593	85.9966
syn3-tumor	TEKT4P2	chr21	9908111	9908662	Amplicon	552	33.3859
syn3-tumor	TEKT4P2	chr21	9908730	9909502	Amplicon	773	23.4308
syn3-tumor	TEKT4P2	chr21	9966052	9966626	Amplicon	575	15.0417
syn3-tumor	TEKT4P2	chr21	9906882	9966626	Whole-Gene	2493	38.5824253911
syn3-tumor	TPTE	chr21	10906621	10907582	Amplicon	962	35.5936
syn3-tumor	TPTE	chr21	10908572	10909090	Amplicon	519	56.6031
syn3-tumor	TPTE	chr21	10909298	10909978	Amplicon	681	95.9178
syn3-tumor	TPTE	chr21	10910043	10910650	Amplicon	608	53.0674
syn3-tumor	TPTE	chr21	10914111	10914690	Amplicon	580	90.4155
syn3-tumor	TPTE	chr21	10916125	10916702	Amplicon	578	98.4135
syn3-tumor	TPTE	chr21	10919812	10920415	Amplicon	604	96.255
syn3-tumor	TPTE	chr21	10921668	10922208	Amplicon	541	64.0961
syn3-tumor	TPTE	chr21	10933589	10934304	Amplicon	716	50.0223
syn3-tumor	TPTE	chr21	10934660	10935250	Amplicon	591	85.3316
syn3-tumor	TPTE	chr21	10941628	10942232	Amplicon	605	69.0017
syn3-tumor	TPTE	chr21	10942436	10943251	Amplicon	816	83.7512
syn3-tumor	TPTE	chr21	10944358	10945061	Amplicon	704	57.6648
syn3-tumor	TPTE	chr21	10951000	10951636	Amplicon	637	32.4678
syn3-tumor	TPTE	chr21	10952656	10953185	Amplicon	530	31.783
syn3-tumor	TPTE	chr21	10959459	10960024	Amplicon	566	48.6979
syn3-tumor	TPTE	chr21	10968789	10969369	Amplicon	581	78.5749
syn3-tumor	TPTE	chr21	10969729	10970319	Amplicon	591	81.7005
syn3-tumor	TPTE	chr21	10971066	10972007	Amplicon	942	92.6539
syn3-tumor	TPTE	chr21	10973426	10974008	Amplicon	583	72.5986
syn3-tumor	TPTE	chr21	10906621	10974008	Whole-Gene	12935	68.7207565133
syn3-tumor	BAGE2	chr21	11020524	11021447	Amplicon	924	95.6353
syn3-tumor	BAGE3	chr21	11020524	11021447	Amplicon	924	95.6353
syn3-tumor	BAGE4	chr21	11020524	11021447	Amplicon	924	95.6353
syn3-tumor	BAGE5	chr21	11020524	11021447	Amplicon	924	95.6353
syn3-tumor	BAGE2	chr21	11026414	11027057	Amplicon	644	88.9022
syn3-tumor	BAGE3	chr21	11026414	11027057	Amplicon	644	88.9022
syn3-tumor	BAGE4	chr21	11026414	11027057	Amplicon	644	88.9022
syn3-tumor	BAGE5	chr21	11026414	11027057	Amplicon	644	88.9022
syn3-tumor	BAGE2	chr21	11029311	11029942	Amplicon	632	108.133
syn3-tumor	BAGE3	chr21	11029311	11029942	Amplicon	632	108.133
syn3-tumor	BAGE4	chr21	11029311	11029942	Amplicon	632	108.133
syn3-tumor	BAGE5	chr21	11029311	11029942	Amplicon	632	108.133
syn3-tumor	BAGE2	chr21	11038529	11039605	Amplicon	1077	184.028
syn3-tumor	BAGE3	chr21	11038529	11039605	Amplicon	1077	184.028
syn3-tumor	BAGE4	chr21	11038529	11039605	Amplicon	1077	184.028
syn3-tumor	BAGE5	chr21	11038529	11039605	Amplicon	1077	184.028
syn3-tumor	BAGE2	chr21	11047254	11047882	Amplicon	629	237.626
syn3-tumor	BAGE3	chr21	11047254	11047882	Amplicon	629	237.626
syn3-tumor	BAGE4	chr21	11047254	11047882	Amplicon	629	237.626
syn3-tumor	BAGE5	chr21	11047254	11047882	Amplicon	629	237.626
syn3-tumor	BAGE2	chr21	11049184	11049884	Amplicon	701	194.14
syn3-tumor	BAGE3	chr21	11049184	11049884	Amplicon	701	194.14
syn3-tumor	BAGE2	chr21	11057848	11058587	Amplicon	740	185.047
syn3-tumor	BAGE3	chr21	11057848	11058587	Amplicon	740	185.047
syn3-tumor	BAGE	chr21	11097344	11098004	Amplicon	661	142.094
syn3-tumor	BAGE2	chr21	11097344	11098004	Amplicon	661	142.094
syn3-tumor	BAGE3	chr21	11097344	11098004	Amplicon	661	142.094
syn3-tumor	BAGE4	chr21	11097344	11098004	Amplicon	661	142.094
syn3-tumor	BAGE5	chr21	11097344	11098004	Amplicon	661	142.094
syn3-tumor	BAGE	chr21	11098382	11099021	Amplicon	640	85.325
syn3-tumor	BAGE	chr21	11097344	11099021	Whole-Gene	1301	114.16766641
syn3-tumor	BAGE2	chr21	11098382	11099021	Amplicon	640	85.325
syn3-tumor	BAGE2	chr21	11020524	11099021	Whole-Gene	6648	147.891704874
syn3-tumor	BAGE3	chr21	11098382	11099021	Amplicon	640	85.325
syn3-tumor	BAGE3	chr21	11020524	11099021	Whole-Gene	6648	147.891704874
syn3-tumor	BAGE4	chr21	11098382	11099021	Amplicon	640	85.325
syn3-tumor	BAGE4	chr21	11020524	11099021	Whole-Gene	5207	136.38508431
