syn3-normal	MIR3648-1	chr21	9825583	9826504	Amplicon	922	568.678
syn3-normal	MIR3648-1	chr21	9825583	9826504	Whole-Gene	922	568.678
syn3-normal	MIR3648-2	chr21	9825583	9826504	Amplicon	922	568.678
syn3-normal	MIR3648-2	chr21	9825583	9826504	Whole-Gene	922	568.678
syn3-normal	MIR3687-1	chr21	9825583	9826504	Amplicon	922	568.678
syn3-normal	MIR3687-1	chr21	9825583	9826504	Whole-Gene	922	568.678
syn3-normal	MIR3687-2	chr21	9825583	9826504	Amplicon	922	568.678
syn3-normal	MIR3687-2	chr21	9825583	9826504	Whole-Gene	922	568.678
syn3-normal	TEKT4P2	chr21	9906882	9907474	Amplicon	593	85.4755
syn3-normal	TEKT4P2	chr21	9908111	9908662	Amplicon	552	37.7554
syn3-normal	TEKT4P2	chr21	9908730	9909502	Amplicon	773	27.6106
syn3-normal	TEKT4P2	chr21	9966052	9966626	Amplicon	575	16.9878
syn3-normal	TEKT4P2	chr21	9906882	9966626	Whole-Gene	2493	41.1708508223
syn3-normal	TPTE	chr21	10906621	10907582	Amplicon	962	37.553
syn3-normal	TPTE	chr21	10908572	10909090	Amplicon	519	56.7938
syn3-normal	TPTE	chr21	10909298	10909978	Amplicon	681	88.8223
syn3-normal	TPTE	chr21	10910043	10910650	Amplicon	608	44.6661
syn3-normal	TPTE	chr21	10914111	10914690	Amplicon	580	105.464
syn3-normal	TPTE	chr21	10916125	10916702	Amplicon	578	111.137
syn3-normal	TPTE	chr21	10919812	10920415	Amplicon	604	107.763
syn3-normal	TPTE	chr21	10921668	10922208	Amplicon	541	70.3105
syn3-normal	TPTE	chr21	10933589	10934304	Amplicon	716	50.5251
syn3-normal	TPTE	chr21	10934660	10935250	Amplicon	591	98.3841
syn3-normal	TPTE	chr21	10941628	10942232	Amplicon	605	75.8645
syn3-normal	TPTE	chr21	10942436	10943251	Amplicon	816	82.1078
syn3-normal	TPTE	chr21	10944358	10945061	Amplicon	704	63.1875
syn3-normal	TPTE	chr21	10951000	10951636	Amplicon	637	35.9152
syn3-normal	TPTE	chr21	10952656	10953185	Amplicon	530	34.7717
syn3-normal	TPTE	chr21	10959459	10960024	Amplicon	566	36.1625
syn3-normal	TPTE	chr21	10968789	10969369	Amplicon	581	72.4561
syn3-normal	TPTE	chr21	10969729	10970319	Amplicon	591	71.445
syn3-normal	TPTE	chr21	10971066	10972007	Amplicon	942	98.0
syn3-normal	TPTE	chr21	10973426	10974008	Amplicon	583	85.3002
syn3-normal	TPTE	chr21	10906621	10974008	Whole-Gene	12935	71.2504837959
syn3-normal	BAGE2	chr21	11020524	11021447	Amplicon	924	107.867
syn3-normal	BAGE3	chr21	11020524	11021447	Amplicon	924	107.867
syn3-normal	BAGE4	chr21	11020524	11021447	Amplicon	924	107.867
syn3-normal	BAGE5	chr21	11020524	11021447	Amplicon	924	107.867
syn3-normal	BAGE2	chr21	11026414	11027057	Amplicon	644	87.0124
syn3-normal	BAGE3	chr21	11026414	11027057	Amplicon	644	87.0124
syn3-normal	BAGE4	chr21	11026414	11027057	Amplicon	644	87.0124
syn3-normal	BAGE5	chr21	11026414	11027057	Amplicon	644	87.0124
syn3-normal	BAGE2	chr21	11029311	11029942	Amplicon	632	105.0
syn3-normal	BAGE3	chr21	11029311	11029942	Amplicon	632	105.0
syn3-normal	BAGE4	chr21	11029311	11029942	Amplicon	632	105.0
syn3-normal	BAGE5	chr21	11029311	11029942	Amplicon	632	105.0
syn3-normal	BAGE2	chr21	11038529	11039605	Amplicon	1077	188.429
syn3-normal	BAGE3	chr21	11038529	11039605	Amplicon	1077	188.429
syn3-normal	BAGE4	chr21	11038529	11039605	Amplicon	1077	188.429
syn3-normal	BAGE5	chr21	11038529	11039605	Amplicon	1077	188.429
syn3-normal	BAGE2	chr21	11047254	11047882	Amplicon	629	237.746
syn3-normal	BAGE3	chr21	11047254	11047882	Amplicon	629	237.746
syn3-normal	BAGE4	chr21	11047254	11047882	Amplicon	629	237.746
syn3-normal	BAGE5	chr21	11047254	11047882	Amplicon	629	237.746
syn3-normal	BAGE2	chr21	11049184	11049884	Amplicon	701	181.636
syn3-normal	BAGE3	chr21	11049184	11049884	Amplicon	701	181.636
syn3-normal	BAGE2	chr21	11057848	11058587	Amplicon	740	196.239
syn3-normal	BAGE3	chr21	11057848	11058587	Amplicon	740	196.239
syn3-normal	BAGE	chr21	11097344	11098004	Amplicon	661	144.374
syn3-normal	BAGE2	chr21	11097344	11098004	Amplicon	661	144.374
syn3-normal	BAGE3	chr21	11097344	11098004	Amplicon	661	144.374
syn3-normal	BAGE4	chr21	11097344	11098004	Amplicon	661	144.374
syn3-normal	BAGE5	chr21	11097344	11098004	Amplicon	661	144.374
syn3-normal	BAGE	chr21	11098382	11099021	Amplicon	640	79.3594
syn3-normal	BAGE	chr21	11097344	11099021	Whole-Gene	1301	112.391414297
syn3-normal	BAGE2	chr21	11098382	11099021	Amplicon	640	79.3594
syn3-normal	BAGE2	chr21	11020524	11099021	Whole-Gene	6648	149.414904723
syn3-normal	BAGE3	chr21	11098382	11099021	Amplicon	640	79.3594
syn3-normal	BAGE3	chr21	11020524	11099021	Whole-Gene	6648	149.414904723
syn3-normal	BAGE4	chr21	11098382	11099021	Amplicon	640	79.3594
syn3-normal	BAGE4	chr21	11020524	11099021	Whole-Gene	5207	138.422621586
syn3-normal	BAGE5	chr21	11098382	11099021	Amplicon	640	79.3594
syn3-normal	BAGE5	chr21	11020524	11099021	Whole-Gene	5207	138.422621586
syn3-normal	ANKRD30BP2	chr21	14410306	14410933	Amplicon	628	100.704
syn3-normal	ANKRD30BP2	chr21	14414552	14415476	Amplicon	925	37.3135
syn3-normal	ANKRD30BP2	chr21	14417219	14417880	Amplicon	662	20.2568
syn3-normal	ANKRD30BP2	chr21	14418268	14418947	Amplicon	680	74.7662
syn3-normal	ANKRD30BP2	chr21	14421061	14421586	Amplicon	526	14.5342
syn3-normal	ANKRD30BP2	chr21	14423818	14424444	Amplicon	627	69.1116
syn3-normal	ANKRD30BP2	chr21	14439046	14439620	Amplicon	575	27.3322
syn3-normal	ANKRD30BP2	chr21	14441249	14441722	Amplicon	474	65.2405
syn3-normal	ANKRD30BP2	chr21	14468158	14471019	Amplicon	2862	45.3075
syn3-normal	ANKRD30BP2	chr21	14484977	14486392	Amplicon	1416	42.3185
syn3-normal	ANKRD30BP2	chr21	14489948	14490581	Amplicon	634	40.2681
syn3-normal	ANKRD30BP2	chr21	14410306	14490581	Whole-Gene	10009	47.4322237886
syn3-normal	MIR3156-3	chr21	14778448	14779003	Amplicon	556	23.5827
syn3-normal	MIR3156-3	chr21	14778448	14779003	Whole-Gene	556	23.5827
syn3-normal	POTED	chr21	14982272	14983261	Amplicon	990	29.1263
syn3-normal	POTED	chr21	14987134	14988161	Amplicon	1028	10.7442
syn3-normal	POTED	chr21	14990435	14991003	Amplicon	569	6.16696
syn3-normal	POTED	chr21	14992221	14992869	Amplicon	649	21.0277
syn3-normal	POTED	chr21	14994850	14995437	Amplicon	588	3.61054
syn3-normal	POTED	chr21	15000412	15000991	Amplicon	580	6.42414
syn3-normal	POTED	chr21	15001917	15002481	Amplicon	565	11.3664
syn3-normal	POTED	chr21	15002977	15003686	Amplicon	710	13.1437
syn3-normal	POTED	chr21	15011576	15012120	Amplicon	545	8.5578
syn3-normal	POTED	chr21	15013405	15014079	Amplicon	675	16.84
syn3-normal	POTED	chr21	14982272	15014079	Whole-Gene	6899	13.7222923409
syn3-normal	MIR3118-1	chr21	15016834	15017422	Amplicon	589	18.4126
syn3-normal	MIR3118-1	chr21	15016834	15017422	Whole-Gene	589	18.4126
syn3-normal	ANKRD20A11P	chr21	15317124	15317670	Amplicon	547	11.1115
syn3-normal	ANKRD20A11P	chr21	15323266	15323841	Amplicon	576	21.7795
syn3-normal	ANKRD20A11P	chr21	15326138	15326717	Amplicon	580	38.15
syn3-normal	ANKRD20A11P	chr21	15343252	15343828	Amplicon	577	23.4818
syn3-normal	ANKRD20A11P	chr21	15347242	15348158	Amplicon	917	22.7579
syn3-normal	ANKRD20A11P	chr21	15351752	15352472	Amplicon	721	47.1997
syn3-normal	ANKRD20A11P	chr21	15317124	15352472	Whole-Gene	3918	27.871097269
