# This file was produced by samtools stats (1.5+htslib-1.5) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats /Sid/vsaveliev/dream_chr21_paired/work/prealign/syn3-normal/syn3-normal-dedup.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	c6ad6f69	c28565f6	d55928b1
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	1171868
SN	filtered sequences:	0
SN	sequences:	1171868
SN	is sorted:	1
SN	1st fragments:	586106
SN	last fragments:	585762
SN	reads mapped:	1154385
SN	reads mapped and paired:	1136902	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	17483
SN	reads properly paired:	1014472	# proper-pair bit set
SN	reads paired:	1171868	# paired-end technology bit set
SN	reads duplicated:	57471	# PCR or optical duplicate bit set
SN	reads MQ0:	13935	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	2858
SN	total length:	118358668	# ignores clipping
SN	bases mapped:	116592885	# ignores clipping
SN	bases mapped (cigar):	115076815	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	5804571
SN	mismatches:	1003683	# from NM fields
SN	error rate:	8.721853e-03	# mismatches / bases mapped (cigar)
SN	average length:	101
SN	maximum length:	101
SN	average quality:	29.4
SN	insert size average:	334.1
SN	insert size standard deviation:	48.2
SN	inward oriented pairs:	556295
SN	outward oriented pairs:	829
SN	pairs with other orientation:	802
SN	pairs on different chromosomes:	9147
# First Fragment Qualitites. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	10766	0	0	0	0	0	234	1629	1631	0	1959	301	1435	93	1202	176	276	3090	114	2409	652	1252	1275	6560	7404	9918	10996	20188	30101	171245	85380	215820	0	0	0	0	0	0	0	0
FFQ	2	0	0	10229	49	22	82	111	250	240	360	439	489	363	519	641	499	636	661	687	522	827	762	1888	2637	3461	13197	4484	6292	11116	14576	69547	127585	86118	193789	33028	0	0	0	0	0	0	0
FFQ	3	0	0	10219	24	30	155	19	93	256	385	534	479	532	390	376	243	153	419	580	388	1345	1565	2054	2538	2029	5443	11377	7386	11016	11489	48401	55846	129358	72633	187372	20979	0	0	0	0	0	0
FFQ	4	0	445	10905	244	451	376	679	536	859	726	918	869	853	1083	1786	1762	1670	1388	2371	2152	3519	5316	3532	6880	7030	5286	9831	20872	11103	22934	32466	19289	99684	69231	149692	89357	11	0	0	0	0	0
FFQ	5	0	34	12013	67	205	242	218	273	584	685	784	526	1120	700	912	969	735	1338	812	1306	1026	2219	1890	2376	3505	4106	6820	14032	4640	13142	30806	39249	102451	70368	128704	137249	0	0	0	0	0	0
FFQ	6	0	150	12869	135	262	358	346	508	448	852	678	578	1270	870	791	554	568	706	931	1027	1112	1212	1636	2410	1872	3916	4059	14908	5271	6618	17300	43498	70725	101711	83236	190067	12654	0	0	0	0	0
FFQ	7	0	331	14077	278	347	637	432	480	740	826	1077	995	1062	968	1117	1028	879	1707	1728	1430	2239	1683	2341	2638	4073	6124	7768	16703	3639	13887	19392	38410	81495	96574	78161	180840	0	0	0	0	0	0
FFQ	8	0	408	14649	705	413	761	612	880	964	1293	1388	1451	876	782	581	598	1290	2063	1526	1444	2900	4421	2141	2248	2961	3789	6896	17109	6228	11876	15794	35300	71655	93281	88309	172630	15884	0	0	0	0	0
FFQ	9	0	556	15444	191	402	544	329	719	510	1050	1147	817	1099	823	560	592	883	1492	1746	1504	1357	1497	1517	2658	4548	4147	4482	13141	7044	7861	16505	28148	81646	97864	102455	180202	626	0	0	0	0	0
FFQ	10	0	92	15663	141	149	227	265	453	828	785	918	738	1095	800	411	326	460	1060	722	923	708	1527	1830	2414	2792	2109	3801	15416	4706	7463	10910	29789	72402	110075	91357	197067	5684	0	0	0	0	0
